"4353";;"moral";;"adj";;" ethical; right, good, pure, honest, proper, upright, honourable, decent, moralistic, respectable, high-minded, virtuous, upstanding, righteous, principled, scrupulous, incorruptible, noble, just";;" ethical, moralizing, moralistic";;"  She is one of the most moral people I have ever met.  "
"4354";;"morale";;"n";;"dedication, spirit(s), unity, esprit de corps, disposition, attitude, confidence, self-confidence, self-esteem";;;;"  The team's morale improved after they won their first game in five weeks.
"
"4355";;"morality";;"n";;" ethics, morals, ethicalness, moralness, principle(s), mores, integrity, propriety, standards, ideals; honesty, right, rightness, righteousness, rectitude, justice, fair play, fairness, decency, uprightness, integrity";;" behaviour, conduct, habit(s), custom(s)";;"  Morality should not be conditioned by expediency.  "
"4356";;"morass";;"n";;" bog, marsh, swamp, fen, quagmire, slough, marshland, moorland, No. Eng. and Scots moss";;" entanglement, confusion, muddle, mess, quagmire, tangle, quicksand";;"  The land not under cultivation was morass or forest.  "
"4357";;"moratorium";;"n";;"halt, hiatus, suspension, stay, respite, freeze, delay, waiting-period, postponement";;;;"  The arts commission requests a six-month moratorium on sales to foreign purchasers.
"
"4358";;"morbid";;"adj";;" unhealthy, unwholesome, disordered, unsound, sick, pathological, pathogenic";;" grim, ghoulish, macabre, monstrous, ghastly, grotesque, grisly, gruesome";;"  Inhalation of fumes containing lead has caused this morbid condition.  "
"4359";;"moreover";;"adv";;"furthermore, further, besides, not only that, more than that, what is more; to boot, into the bargain, in addition, additionally, as well, too";;;;"  She was pleased that I had brought some wine - it was, moreover, her favourite burgundy.
"
"4360";;"moribund";;"adj";;" dying, in extremis, at death's door, failing, fading, with one foot in the grave, half-dead, breathing one's last, expiring, on one's last legs, on one's deathbed";;" ending, declining, obsolescent, weak, on the way out, waning, on the wane, dying out; stagnating, stagnant";;"  Apparently moribund for weeks, he suddenly revived when he saw her. "
"4361";;"morning";;"n";;" forenoon, a.m., dawn, daybreak, sunrise, Literary morn, Archaic cock crow, day-spring, morrow, Chiefly US sun-up";;;;"  The meeting will be at nine o'clock in the morning.
"
"4362";;"morsel";;"n";;" mouthful, bite, gobbet, spoonful, forkful, chew, taste, sample, nibble, bit, drop, dollop, soupon";;" bit, crumb, fragment, scrap, sliver, splinter, shard or sherd, shred, remnant, particle, atom, speck, whit, fraction, grain, granule, pinch, piece, Colloq smidgen or smidgin";;"  She delicately ate tiny morsels of the banana.  "
"4363";;"mortal";;"adj";;" human; transitory, temporal, transient, ephemeral";;" physical, bodily, corporeal, corporal, fleshly, earthly, worldly, perishable";;"  It finally dawned on him that the king was mortal, like other men. "
"4364";;"mortify";;"v";;" humiliate, shame, humble, embarrass, abash, chagrin, rebuff, crush, discomfit, deflate, bring down, degrade, downgrade, reduce, chasten, subdue, suppress, make someone eat humble pie, teach someone his or her place, Colloq put down";;" punish, castigate, discipline, control, subdue, subjugate";;" She was mortified to learn that she had been disqualified.  "
"4365";;"mother";;"n";;" dam, materfamilias, (female) parent, Old-fashioned or formal or jocular mater, Formal progenitrix; matriarch, Colloq ma, old lady, old woman, Brit mummy, mum, US mom, mommy, mama, mamma, maw, mammy, mam";;" source, origin, genesis";;"  He runs crying to his mother whenever anyone teases him.  "
"4366";;"motif";;"n";;"theme, idea, topic, subject, concept, leitmotif; pattern, figure, refrain, device, ornament, decoration, element, convention";;;;"  The painter repeats the motif throughout his pictures in much the same way that a composer repeats a bar of music.
"
"4367";;"motion";;"n";;" movement, moving, change, shift, shifting, action, going, travelling, travel, progress, passage, transit; activity, commotion, stir, agitation, turmoil, turbulence";;;;"  One could barely sense the slow motion of the train. The leaves of the
"
"4368";;"come";;"nearer";;"5 proposal, suggestion, proposition, recommendation, offering, submission";;;;"  A motion must be seconded by a member in good standing. --v.  6 gesture, gesticulate, beckon, signal, sign, wave
"
"4369";;"motivate";;"v";;"prompt, activate, move, inspire, incite, induce, actuate, stimulate, provoke, influence, encourage, occasion, bring about, cause; excite, egg (on), urge, prod, spur, galvanize, goad, rouse, arouse, stir (up), wheedle, coax, persuade, cajole, tempt, push, impel, drive, instigate";;;;"  The biggest problem is motivating students to apply themselves to academic subjects.
"
"4370";;"motive";;"n";;" inducement, incentive, motivation, stimulus, motivating force, stimulation, incitement, influence, cause, reason, rationale, grounds; attraction, lure, enticement, goad, spur, urge, prod";;" purpose, aim, intention, intent, object, objective, goal, end, arriSre pens,e (";;"  It is thought that jealousy was his motive for murder.  "
"4371";;"mottled";;"adj";;"dappled, brindled, marbled, streaked, splodgy or US splotchy, blotched, blotchy, freckled, spotted, spotty, patchy, speckled, flecked, sprinkled, spattered, splashed, streaky, stippled, pied, piebald; multicoloured, variegated, particoloured, Colloq splodged or US splotched";;;;"  Do you like that mottled effect on the wallpaper
"
"4372";;"motto";;"n";;"maxim, proverb, saying, adage, saw, aphorism, apophthegm or apothegm, gnome, slogan, byword, catchword, battle-cry, guide, moral, principle, rule, precept";;;;"  The motto of the Order of the
"
"4373";;"mouldy";;"adj";;"aged, ancient, outdated, old-fashioned, antediluvian, unused, stale, decayed, decaying, carious, mildewed, mouldering, musty; spoilt or spoiled, rotten, rotting, putrid, putrescent, putrefying, rancid, rank, decomposed, decomposing, mucid";;;;" Digging about in the files, he unearthed some mouldy old plans of the house. All the food in the fridge had gone mouldy while they were away.
"
"4374";;"mound";;"n";;" hillock, rise, hummock, hill, hump, bank, elevation, knoll, knob, swell, dune, slope, tor, Chiefly W US and Canadian butte,";;" heap, pile, stack, Archaeology tumulus, tell, barrow, (kitchen) midden";;"  We stood on a high mound from which we could see for miles.  "
"4375";;"green";;"paper";;"7 increase, wax, rise, escalate, intensify, swell, expand, grow, mount up, multiply, pile up, build up, accumulate";;;;"  Complaints have been mounting against the vulgar language heard on prime-time TV. --n.  8 backing, setting, support, mounting, background, set, arrangement, backdrop, scene
"
"4376";;"mountain";;"n";;" height, elevation, mount, eminence, prominence, peak, alp, tor, summit, No. Eng. and Scots fell, Scots and Irish English ben";;" heap, pile, stack, mound, accumulation, abundance, mass, Colloq ton(s), heaps, piles, stacks";;"  Her favourite sport is climbing mountains.  "
"4377";;"mountainous";;"adj";;" craggy, alpine, Himalayan";;" huge, towering, high, steep, enormous, immense, formidable, mighty, monumental, prodigious, staggering";;"  It was very slow going through the mountainous parts of the country.  "
"4378";;"mourn";;"v";;"grieve (over), lament, sorrow (over), bemoan, bewail, keen, weep for or over, regret, rue, deplore";;;;"  We all mourned the loss of a great leader. After his death, the nation mourned for a month.
"
"4379";;"mourning";;"n";;" grief, lament, grieving, lamentation, sorrowing, keening, weeping, wailing";;" bereavement, loss, anguish, sorrow, misery, grief, sadness, woe, woefulness, melancholy, heartache, despondency, despair, desolation";;"  The Highlanders are wont to mingle a degree of solemn mirth with their mourning. "
"4380";;"mousy";;"adj";;" mousey, mouse-coloured, dun, grey, greyish-brown, brownish-grey, brownish, brown, dull, lustreless, lacklustre, drab, flat, plain, colourless";;" timid, cowering, timorous, shy, self-effacing, diffident";;"  Her lank, mousy hair hung down over her shoulders.  "
"4381";;"mouth";;"n";;" lips; maw, jaws, oral cavity, Technical stoma, Slang trap, kisser, muzzle, gob, chops, yap, US bazoo";;" opening, aperture, doorway, door, gateway, gate, access, entrance, inlet, entry, entry-way, way in, entr,e; passage, passageway, way, orifice; exit, way out, vent, outlet, outfall, Technical debouchment or debouchure, debouch or d,bouch,, embouchure";;"  I want to hear that you don't love me from your own mouth.  "
"4382";;"mouthful";;"n";;"morsel, bite, spoonful, forkful, lump, chunk, gob, hunk";;;;"  He took a mouthful of food.
"
"4383";;"mouthpiece";;"n";;" embouchure; bit";;" spokesman, spokeswoman, spokesperson, agent, representative, intermediator, mediator, delegate";;"  I need a new mouthpiece for my clarinet. "
"4384";;"movable";;"adj";;"moveable, floating, variable, changeable, unfixed; portable, transportable, transferable or transferrable";;;;"  Easter Sunday is a movable feast and has no fixed date on the calendar. Recent developments have produced computers that are smaller than an attach, case and easily movable.
"
"4385";;"move";;"v";;" shift, stir, budge, make a move, go; proceed, advance, progress";;" move house, move out, remove, move away, relocate, decamp, depart, change residence, emigrate, go or make off, transfer, Colloq take off (for), pull up stakes, Brit up sticks, Slang US split (for)";;"  It is difficult to move in a strait-jacket. The train is moving at a rate of sixty miles an hour. Don't move - I have a gun. "
"4386";;"movement";;"n";;" repositioning, move, motion, relocation, moving, migration, shift, transfer, flow, displacement";;" action, activity, move, moving, stir, stirring";;"  Population movement increased dramatically in the Middle Ages.  "
"4387";;"movie";;"n";;" motion picture, film, moving picture, silent (picture), talking picture, Colloq talkie, flick";;" Usually, movies. picture show, cinema, flicks, Colloq big or large screen, silver screen";;"  Her grandfather was one of the first actors in silent movies.  "
"4388";;"moving";;"adj";;" touching, poignant, emotive, affecting, stirring, heart-rending, emotional, telling, effective, impressive, striking, compelling; pathetic, exciting, thrilling, inspiring, inspirational, impelling, persuasive";;" active, mobile, unfixed, unstationary, motile, going, operating, working, in motion, on the move";;"  He related a moving story of his years in various concentration camps. "
"4389";;"mow";;"v";;" cut (down), scythe, trim, shear";;" mow down. annihilate, kill, massacre, butcher, slaughter, exterminate, liquidate, eradicate, wipe out, cut down, cut to pieces, destroy, decimate";;"  You don't need to mow the lawn so much during a dry spell.  "
"4390";;"muck";;"n";;" ordure, manure, dung, excrement, faeces, droppings; guano";;" dirt, filth, bilge, slime, sludge, ooze, scum, sewage, mire, mud, feculence, Colloq gunge, gunk, US grunge";;" The muck is saved for use as fertilizer.  "
"4391";;"mud";;"n";;"muck, ooze, slime, mire, clay, sludge, silt, dirt, US and Canadian gumbo or gombo";;;;"  The mud came up to my ankles.
"
"4392";;"muddle";;"v";;" bewilder, confuse, confound, mystify, baffle, mix up, disorient, befuddle, perplex, bemuse, puzzle, befog";;" confuse, mix up, jumble, scramble, entangle, tangle, mess up, disorder, disarrange, disorganize, bungle, mismanage, Colloq muff";;"  I am totally muddled by your explanation of differential calculus.  "
"4393";;"muddy";;"adj";;" fouled, befouled, muddied, mud-spattered, dirty, grubby, grimy, soiled, mud-caked, slimy, mucky, miry; oozy, squelchy, squashy, boggy, fenny, marshy, swampy; Formal feculent; Colloq squishy, squushy";;" confused, unclear, vague, obscure, dull, dim, fuzzy, muddled, addled, mixed-up";;"  Take off those muddy boots before you come into the house. The walk up to the house has become all muddy in the rain. "
"4394";;"muffle";;"v";;" Often, muffle up. wrap, swathe, swaddle, cloak, envelop, cover (up), enfold, shroud, enshroud, conceal, protect";;" deaden, silence, suppress, stifle, subdue, damp, dampen, mute, hush, quiet, tone down, still";;"  Make sure your neck is muffled when you're out in that icy wind.  "
"4395";;"muffler";;"n";;"scarf, boa; shawl, wrap";;;;"  Wrap this muffler round your neck for added warmth.
"
"4396";;"mug";;"n";;" jug, tankard, stein, toby (jug), pot, beaker, cup";;" face, visage, features, countenance, Slang puss, kisser, mush, Brit clock, dial, Archaic phiz or phizog, US pan";;"  The relief workers passed round mugs of hot coffee to the homeless. "
"4397";;"muggy";;"adj";;"humid, damp, sticky, sultry, oppressive, clammy, steamy, close, stuffy, moist, soggy";;;;"  It was so muggy that every night the bedlinen was completely soaked.
"
"4398";;"mull";;"v";;"Usually, mull over. ponder, consider, study, think (over or about), cogitate (on or over or about), con, evaluate, turn over, weigh, deliberate (on or over), reflect (on), muse (on), review, examine, contemplate, meditate (on), chew over, ruminate (on or over),";;;;"  I have been mulling over your suggestion that I should join the navy.
"
"4399";;"mum";;"adj";;" silent, mute, close-mouthed, quiet, tight-lipped";;" Mum's the word. Don't tell a soul, Keep silent, Keep secret, Keep quiet, Keep (something) to oneself, Keep (something) under one's hat, Say nothing, Tell no-one, Play dumb";;"  She swore she would keep mum about where the money was hidden. --n.  "
"4400";;"mumble";;"v";;"murmur, mutter, say inarticulately, utter indistinctly, swallow one's words";;;;"  He mumbled the name of the person who had shot him, but she didn't catch it.
"
"4401";;"munch";;"v";;"chew, crunch, masticate, champ, chomp, scrunch";;;;"  He just sat there munching peanuts.
"
"4402";;"municipal";;"adj";;"civic, civil, metropolitan, urban, city, town, village, borough, parish, Brit council";;;;"  Voting takes place in the municipal elections next week.
"
"4403";;"municipality";;"n";;"city, metropolis, town, village, borough, district, township; suburb, exurb";;;;"  The recreational facilities offered by the municipality are in need of refurbishing.
"
"4404";;"murder";;"n";;" homicide, manslaughter, regicide, patricide, matricide, parricide, fratricide, sororicide, uxoricide, infanticide; killing, slaying, assassination";;" slaughter, butchery, genocide, massacre, liquidation, decimation, extermination, eradication, wiping out, murdering, slaying, killing, bloodshed, carnage";;"  In many countries, murder is a crime punishable by death.  "
"4405";;"murderer";;"n";;"murderess, killer, slayer, assassin, homicide, cutthroat, liquidator, executioner, butcher, Slang hit man";;;;"  The police have arrested someone they are certain is the murderer.
"
"4406";;"murderous";;"adj";;" fatal, lethal, deadly, deathly, mortal, destructive, devastating, sanguinary, bloody, brutal, savage, bloodthirsty, barbarous, fell, cruel, inhuman";;" killing, strenuous, stressful, difficult, arduous, exhausting, hellish, harrowing, rigorous, intolerable, unbearable";;"  The tolling of the bell signalled that the murderous deed had been done. "
"4407";;"murky";;"adj";;"dark, gloomy, threatening, dim, clouded, cloudy, overcast, grey, dismal, dreary, bleak, sombre, grim, funereal, shady, shadowy";;;;"  I could barely make out her face in the murky corner of the chapel.
"
"4408";;"murmur";;"n";;" undercurrent, undertone, background noise or sound, rumble, rumbling, mumble, mumbling, drone, droning, buzz, buzzing, murmuration, murmuring, hum, humming, whispering, Formal susurration or susurrus";;" muttering, complaining, complaint, grumble, grumbling, Colloq grousing, grouse";;"  They spoke in low voices, barely audible above the murmur of the mourning doves. "
"4409";;"muscular";;"adj";;"sinewy, brawny, burly, powerful, powerfully built, strapping, rugged, husky, robust, athletic, sturdy, well-muscled, broad-shouldered";;;;"  We all envied Nick's muscular physique.
"
"4410";;"muse";;"v";;"cogitate, meditate, reflect, contemplate, ruminate, think over, think about, consider, chew over, deliberate, revolve, weigh, evaluate, study, mull over, brood (over), ponder; be absorbed (in thought), be in a brown study, dream, day-dream, be in a trance or reverie";;;;"  Asked for a decision, Michael mused for a while before answering.
"
"4411";;"mushy";;"adj";;" soft, pulpy, squashy, doughy, squidgy, spongy; swampy, boggy, miry; Colloq squishy, squushy, squashy";;" mawkish, maudlin, sentimental, romantic, saccharine, sugary, syrupy, Colloq corny, sloppy, gooey, slushy, Brit wet, Slang schmaltzy";;"  The peach was overripe and mushy. The bottom of the pond is all mushy and feels awful when you stand up. "
"4412";;"musical";;"adj";;"tuneful, melodic, harmonious, lilting, lyrical, melodious, mellifluous, dulcet, euphonious";;;;"  Many modern compositions, while technically competent, are not as musical as the old-fashioned pieces.
"
"4413";;"must";;"v";;" ought (to), should, have to, be obliged or obligated to, be compelled or forced to, be required to";;;;"  I must get this work done before lunch-time. Must you go
"
"4414";;"muster";;"v";;" call or come together, assemble, convoke, convene, collect, mobilize, rally, round up, gather, marshal, summon (up)";;" rally, assembly, assemblage, convocation, meet, meeting, convention, congress, round-up, turnout, gathering, congregation, aggregation, aggregate";;"  Within a month he had mustered a force of thousands to fight the invaders. I mustered up enough courage to ask Joan out to dinner. --n.  "
"4415";;"musty";;"adj";;" mouldy, damp, mildewed, mildewy, sour, rancid, spoilt, decayed, rotten, putrid, fetid or foetid, fusty, stale";;" stale, old-fashioned, antiquated, antediluvian, ancient, out of date, bygone, pass,, old hat, obsolete, archaic, tired, hoary, worn out, trite, clich,d, stereotypical";;"  Open the windows to get rid of that musty odour.  "
"4416";;"sweet";;"pea";;"2 variant, variation, deviation, deviant, mutant, anomaly, departure";;;;"  The mutations exhibited marked differences over the generations.
"
"4417";;"mute";;"adj";;" silent, dumb, speechless, voiceless, wordless, tight-lipped, taciturn, tacit, reserved, quiet, Colloq mum";;" unspoken, unsaid, tacit, silent";;" Though I persisted in asking his name, he remained mute.  "
"4418";;"mutilate";;"v";;" maim, disfigure, mangle, cripple, lame, butcher, disable; dismember, amputate, hack off, cut off, lop off, tear off, rip off";;" spoil, mar, ruin, damage, deface, vandalize, destroy";;"  Formerly, the hands of thieves were mutilated as an example to others. "
"4419";;"mutinous";;"adj";;" rebellious, revolutionary, subversive, seditious, insurgent, insurrectionary";;" recalcitrant, refractory, contumacious, obstinate, defiant, insubordinate, disobedient, unruly, unmanageable, ungovernable, uncontrollable";;"  The mutinous crew was finally subdued and clapped in irons.  "
"4420";;"mutiny";;"n";;" revolt, rebellion, revolution, subversion, subversiveness, insurgency, insurgence, insurrection, uprising";;" rebel, rise up (against), strike, revolt; disobey, subvert, agitate (against)";;"  The crew are threatening a mutiny. --v.  "
"4421";;"mutter";;"v";;" mumble, murmur, grunt";;" grumble, complain, Colloq grouch, grouse, Brit chunter";;"  He was muttering something to himself that I didn't catch.  "
"4422";;"mutual";;"adj";;" reciprocal, reciprocated, requited, interactive, complementary";;" common, communal, joint, shared";;"  I love her and I hope that the feeling is mutual.  "
"4423";;"mysterious";;"adj";;" puzzling, enigmatic, baffling, insoluble, unsolvable, bewildering, confounding, confusing, perplexing, mystifying, weird, bizarre, strange, uncanny, curious";;" cryptic, arcane, secret, inscrutable, covert, hidden, furtive, unclear, dark, concealed, occult, inexplicable, incomprehensible, mystic(al), unknown, unfathomable, mystical, recondite, abstruse";;"  A mysterious force makes the saucer rise off the ground and fly at incredible speeds. "
"4424";;"mystery";;"n";;" puzzle, enigma, conundrum, riddle, question";;" obscurity, secrecy, indefiniteness, vagueness, nebulousness, ambiguity, ambiguousness, inscrutability, inscrutableness";;"  How he escaped from the locked room is a mystery.  "
"4425";;"mystical";;"adj";;" allegorical, symbolic(al), mystic, cabbalistic, arcane, unrevealed, secret, occult, supernatural, esoteric, other-worldly, preternatural, cryptic, concealed, hidden, clandestine, private, veiled, ineffable, mysterious";;" See mysterious, , above.";;"  A mystical spirit dwells in the raven that sits on his shoulder.  "
"4426";;"mystify";;"v";;"fool, hoax, humbug, confuse, confound, mix up, bewilder, stump, puzzle, baffle, Colloq bamboozle, stump, flummox, Slang beat";;;;"  We were totally mystified by the unfamiliar symbols on the wall.
"
"4427";;"mystique";;"n";;"mystery, magic, charisma, aura, inscrutability, supernaturalism, preternaturalism, strangeness";;;;"  She has a certain mystique about her.
"
"4428";;"myth";;"n";;" legend, fable, allegory, parable, tradition, saga, epic, (folk) tale, story, mythos; history";;" fable, lie, (tall) tale, fib, prevarication, fiction, untruth, falsehood, fabrication, cock-and-bull story, Colloq whopper";;"  The ancient myths have provided sources for much of modern literature.  "
"4429";;"mythical";;"adj";;" mythic, mythological, fabled, legendary, traditional, folkloric, storied, romantic, fairy-tale, story-book; allegorical, symbolic, parabolic(al)";;" mythic, fanciful, imaginary, fictitious, make-believe, made-up, chimerical, untrue";;"  Campbell has demonstrated astounding similarities amongst the mythical tales of unrelated cultures. "
"4430";;"mythology";;"n";;"(body of ..) myths, folklore, tradition, lore, stories, mythos";;;;"  After only one generation, an extraordinary mythology has been created about Marilyn Monroe.
"
"4431";;"nab";;"v";;"catch, capture, arrest, put or place under arrest, seize, apprehend, pick up, bring in, take into custody, Colloq pinch, collar, run in, nail, Brit nick";;;;"  They finally nabbed that cat burglar in Hampstead.
"
"4432";;"nagging";;"adj";;"distressing, chronic, continuous, continual, persistent, unrelenting, relentless, recurring";;;;"  He complains of a nagging pain in his shoulder. I have a nagging feeling that I have an appointment to be somewhere.
"
"4433";;"nail";;"n";;" fastener, fastening, spike, pin";;" fingernail, toenail, claw, talon";;"  The pieces were held together by several nails.  "
"4434";;"naked";;"adj";;" stark naked, unclothed, undraped, bare, exposed, stripped, undressed, unclad, uncovered, bared, nude, in the nude, Colloq in the altogether, in one's birthday suit, in the buff, in the raw, au naturel, in a state of nature, Brit starkers, in the nuddy";;" unaided, unassisted";;"  The two of them stood there, completely naked.  "
"4435";;"name";;"n";;" designation, label, appellation, term, tag, style, Colloq moniker or monicker, handle";;" reputation; repute, honour, esteem, (high) regard, respect, rank, standing, rating, pre-eminence, superiority, eminence, notability, prominence, prestige, favour, distinction, renown, fame, popularity, celebrity";;"  His name is Chauncy but they call him Rusty.  "
"4436";;"nameless";;"adj";;" unnamed, innominate, unidentified, anonymous, pseudonymous, incognito, unknown, unheard-of, unsung";;;;"  How much we owe the nameless inventor of the wheel
"
"4437";;"namely";;"adv";;"specifically, to wit, that is (to say), id est, i.e., videlicet, viz., scilicet, sc.; for example, for instance, exempli gratia, e.g.  or eg or eg.";;;;"  We visited three countries, namely, France, Italy, and Switzerland.
"
"4438";;"narcotic";;"adj";;" soporific, stuporific, hypnotic, sedative, somnolent, sleep-inducing, opiate, dulling, numbing, anaesthetic, stupefacient, stupefying, stupefactive, tranquillizing, Lethean";;" drug, soporific, stuporific, hypnotic, sedative, opiate, anaesthetic, stupefacient, tranquillizer";;" Most narcotic drugs may be sold only with a doctor's prescription. --n.  "
"4439";;"narrate";;"v";;"relate, tell, recount, report, give an account (of), recite, rehearse, repeat, review, unfold, chronicle, describe, detail, reveal, retail";;;;"  She narrated a bone-chilling story of intrigue and murder. Please narrate the events leading up to your finding the body, Mrs Easton.
"
"4440";;"narration";;"n";;" telling, relating, unfolding, recounting, chronicling, recording, describing; report, recital, recitation, rehearsal, relation, chronicle, description, portrayal, detailing, revelation, story, tale, narrative";;" reading, voice-over";;"  His narration was accompanied by nervous gestures. Her narration disagrees with her husband's in certain essential respects. "
"4441";;"narrative";;"n";;" story, tale, chronicle, description, revelation, portrayal, account, report, record, history, recital, statement";;;;" The characterizations were poor, but the narrative was fascinating.
"
"4442";;"narrator";;"n";;"reporter, storyteller, raconteur, taleteller, teller of tales, anecdotist or anecdotalist, relator, annalist, chronicler, describer, author; voice-over";;;;"  We sat spellbound waiting for the narrator to continue.
"
"4443";;"narrow";;"adj";;" constricted, slender, slim, thin, restricted, straitened, attenuated, narrowed; narrowing, tapering";;" confined, confining, limited, cramped, close, meagre, pinched, tight, incommodious";;"  We squeezed through the narrow passage to freedom.  "
"4444";;"narrowly";;"adv";;" barely, (only) just, scarcely, hardly, by a hair's breadth; by the skin of one's teeth, Colloq by a whisker";;" closely, carefully, meticulously, scrupulously, searchingly, critically";;"  The speeding lorry narrowly missed those children.  "
"4445";;"narrow-minded";;"adj";;"bigoted, prejudiced, illiberal, narrow, biased, opinionated, one-sided, intolerant, non-objective, conservative, reactionary, parochial, ultra-conservative, stiff-necked, conventional, hidebound, fundamentalist, literal-minded, narrow-spirited, mean-minded, mean-spirited, petty, pettifogging, small-minded, puritanical, unprogressive, old-fashioned, old-fogyish or old-fogeyish, strait-laced, Colloq stuffy, US close-minded, square, screed-bound, red-necked";;;;"  The vote reflected a reasonable balance between broad-minded and narrow-minded factions.
"
"4446";;"nasty";;"adj";;" foul, filthy, dirty, unclean, offensive, disgusting, nauseating, revolting, horrible, loathsome, repugnant, repellent, vile, odious, obnoxious, objectionable, nauseous, sickening, vomit-provoking, fetid or foetid, noisome, mephitic, rank, malodorous, rancid, noxious";;" unpleasant, disagreeable, unsavoury, painful, objectionable, annoying, untoward, awkward, difficult, bad, serious";;"  The nasty stench of rotting vegetation assailed our nostrils.  "
"4447";;"nation";;"n";;"country, state, land, political entity, polity, domain, realm";;;;"  The countries of Europe are unlikely to become one nation.
"
"4448";;"national";;"adj";;" nationwide, country-wide, state, governmental, civil; public, popular, US federal";;" nationalistic, nationalist, patriotic, jingoistic, chauvinistic";;"  It took years to enact national clean-air laws.  "
"4449";;"nationalistic";;"adj";;"nationalist, patriotic, jingoist(ic), chauvinist(ic), xenophobic, isolationist";;;;"  As communications improved, nationalistic feelings were eroded.
"
"4450";;"nationality";;"n";;" citizenship";;" race, nation, ethnic group, ethnos, clan, tribe; strain, stock, pedigree, heritage, roots, extraction, bloodline, breed";;"  Some countries allow their citizens dual nationality.  "
"4451";;"native";;"adj";;" innate, natal, inborn, natural, inherent, congenital, indwelling, inherited, hereditary, in the blood, intrinsic, constitutional";;" domestic, local, home-grown; indigenous, autochthonous, aboriginal";;"  Early in life, Carla demonstrated a native ability for music.  "
"4452";;"natural";;"adj";;" ordinary, common, commonplace, normal, standard, regular, usual, customary, unexceptional, routine, habitual, typical, everyday; reasonable, logical, reasonable, sensible, accepted";;" normal, ordinary, regular, expected; spontaneous";;"  They say that Count Dracula could not die a natural death. The natural thing to do in case of attack is to defend oneself. "
"4453";;"nature";;"n";;" quality, properties, features, character, personality, make-up, essence, constitution, identity, attributes, disposition, temperament, complexion";;" universe, cosmos, world, creation, environment";;"  Only detailed analysis will reveal the nature of this compound.  It is not in his nature to be envious. "
"4454";;"naught";;"n";;"nought, nothing, nil, zero, aught or ought; ruin, destruction, disaster, collapse, failure";;;;"  All my efforts had come to naught.
"
"4455";;"naughty";;"adj";;" mischievous, impish, puckish, roguish, scampish, devilish; frolicsome, playful";;" disobedient, refractory, insubordinate, bad, perverse, wicked, fractious, unruly, wayward, unmanageable, ungovernable, undisciplined, defiant, obstreperous";;"  The children would get naughty the minute the teacher turned her back to the class. "
"4456";;"nauseate";;"v";;"sicken, disgust, repel, revolt, offend";;;;"  Your hypocrisy nauseates me. When you get used to it, eating snails no longer seems nauseating.
"
"4457";;"nauseous";;"adj";;"nauseating, loathsome, sickening, disgusting, repellent, vomit-provoking, offensive, revolting, repugnant, repulsive, abhorrent, nasty, foul, unpleasant, stomach-turning, Technical emetic";;;;"  A nauseous odour emanated from the crypt.
"
"4458";;"nautical";;"adj";;"maritime, marine, seafaring, seagoing; naval; boating, yachting, sailing; navigational";;;;"  Britain has always been a nautical nation. One must observe the nautical rules of the road.
"
"4459";;"navel";;"n";;"Technical umbilicus, omphalos, Colloq belly button";;;;"  The dancer wore a ruby in her navel.
"
"4460";;"navigable";;"adj";;" passable, traversable, negotiable, unblocked, unobstructed, clear";;" manoeuvrable, sailable, controllable, steerable, yare";;"  The Thames is not navigable above Lechlade.  "
"4461";;"navigate";;"v";;" sail, voyage, cruise, journey; cross, traverse";;" manoeuvre, handle, sail, guide, pilot, steer, direct, skipper, captain, Nautical con";;"  After navigating the Indian Ocean for a month, we reached the Seychelles. "
"4462";;"navigation";;"n";;"pilotage, helmsmanship, seamanship, steersmanship, steering, sailing";;;;"  The navigation of a small vessel in such a storm is no mean task.
"
"4463";;"navigator";;"n";;"pilot, helmsman, seaman, tillerman, wheelman, steersman, skipper";;;;"  The navigator without knowledge of local waterways must engage a pilot.
"
"4464";;"navy";;"n";;"fleet, flotilla, naval force(s), armada, Literary argosy";;;;" The entire navy sailed across the Channel to Le Havre.
"
"4465";;"naysayer";;"n";;"denier, refuser, disdainer, rejecter or rejector; prophet of doom, pessimist, sceptic, dissenter, defeatist";;;;"  Don't expect
"
"4466";;"near";;"adv";;" close (by or at hand), not far (off or away), nearby, nigh, in or into the vicinity or neighbourhood, within (easy) reach";;" close to, next to";;"  Draw near and listen to my tale.  "
"4467";;"nearby";;"adv";;" close by, close at hand, not far-off or -away, in the vicinity or neighbourhood, within (easy) reach, about, around";;;;" Hyenas loitered nearby waiting for the lions to leave the kill.
"
"4468";;"nearly";;"adv";;" almost, not quite, about, approximately, all but, just about, virtually, wellnigh, practically, as good as, more or less; around, approaching, nearing, barely, hardly, scarcely, close to";;" closely, identically, exactly, precisely";;"  We were nearly there but couldn't make it. She was nearly ninety when her first book was published. "
"4469";;"near-sighted";;"adj";;" myopic, short-sighted";;" Chiefly US short-sighted, narrow-minded, blinkered, narrow, close-minded, illiberal, unthinking, heedless, insular, partial, one-sided, parochial, unsophisticated, unimaginative, biased, unobjective, opinionated, dogmatic, prejudiced, intolerant, bigoted";;"  Being near-sighted, I must wear spectacles for driving.  "
